eng,zh-cn,zh-tw,Source,Duplicated
Yingchuan Separatists,颍川叛党,潁川獨立勢力,Vanilla,False
Yingchuan Separatists Renegades,颍川叛党乱军,潁川獨立勢力叛黨,Vanilla,False
Yizhou,益州,益州,Vanilla,False
Yizhou Commandery Separatists,益州豪强叛党,益州郡獨立勢力,Vanilla,False
Yizhou Commandery Separatists Renegades,益州豪强叛党乱军,益州郡獨立勢力叛黨,Vanilla,False
Yongchang,永昌,永昌,Vanilla,False
Yongchang Commandery,永昌郡国,永昌郡,Vanilla,False
Yongchang Commandery Renegades,永昌郡国乱军,永昌郡叛黨,Vanilla,False
Yongchang Commandery Separatists,永昌郡国叛党,永昌郡獨立勢力,Vanilla,False
Yongchang Commandery Separatists Renegades,永昌郡国叛党乱军,永昌郡獨立勢力叛黨,Vanilla,False
Yongchang Separatists,永昌叛党,永昌獨立勢力,Vanilla,False
Yongchang Tribes,永昌部族,永昌部族,Vanilla,False
Yongchang Tribes Renegades,永昌部族乱军,永昌部族叛黨,Vanilla,False
Yongchang Tribes Separatists,永昌部族叛党,永昌部族獨立勢力,Vanilla,False
Yongchang Tribes Separatists Renegades,永昌部族叛党乱军,永昌部族獨立勢力叛黨,Vanilla,False
You are attacking a Anding Commandery force!,你正在攻击一支安定豪强的军队！,您正在攻擊安定郡的部隊！,Vanilla,False
You are attacking a Anding Separatists military force!,你正在攻击一支安定叛党的军队！,您正在攻擊安定獨立勢力的部隊！,Vanilla,False
You are attacking a Anping Commandery military force!,你正在攻击一支安平豪强的军队！,您正在攻擊安平郡的部隊！,Vanilla,False
You are attacking a Anping Separatists military force!,你正在攻击一支安平叛党的军队！,您正在攻擊安平獨立勢力的部隊！,Vanilla,False
You are attacking a Bajun Commandery military force!,你正在攻击一支巴郡豪强的军队！,您正在攻擊巴郡的部隊！,Vanilla,False
You are attacking a Bajun Separatists military force!,你正在攻击一支巴郡叛党的军队！,您正在攻擊巴郡獨立勢力的部隊！,Vanilla,False
You are attacking a Beihai Commandery Separatists force!,你正在攻击一支北海豪强叛党的军队！,您正在攻擊北海郡獨立勢力的部隊！,Vanilla,False
You are attacking a Beihai Commandery force!,你正在攻击一支北海豪强的军队！,您正在攻擊北海郡的部隊！,Vanilla,False
You are attacking a Beihai Commandery military force!,你正在攻击一支北海豪强的军队！,您正在攻擊北海郡的部隊！,Vanilla,False
You are attacking a Beihai Separatists military force!,你正在攻击一支北海叛党的军队！,您正在攻擊北海獨立勢力的部隊！,Vanilla,False
You are attacking a Bian Zhang Separatist military force!,,,Vanilla,False
You are attacking a Bian Zhang military force!,,,Vanilla,False
You are attacking a Bohai Commandery force!,你正在攻击一支勃海豪强的军队！,您正在攻擊渤海郡的部隊！,Vanilla,False
You are attacking a Bohai Commandery military force!,你正在攻击一支勃海豪强的军队！,您正在攻擊渤海郡的部隊！,Vanilla,False
You are attacking a Bohai Separatists force!,你正在攻击一支勃海叛党的军队！,您正在攻擊渤海獨立勢力的部隊！,Vanilla,False
You are attacking a Bohai Separatists military force!,你正在攻击一支勃海叛党的军队！,您正在攻擊渤海獨立勢力的部隊！,Vanilla,False
You are attacking a Bushan Commandery Separatists force!,你正在攻击一支郁林豪强叛党的军队！,您正在攻擊鬱林郡獨立勢力的部隊！,Vanilla,False
You are attacking a Bushan Commandery force!,你正在攻击一支郁林豪强的军队！,您正在攻擊鬱林郡的部隊！,Vanilla,False
You are attacking a Bushan Commandery military force!,你正在攻击一支郁林豪强的军队！,您正在攻擊鬱林郡的部隊！,Vanilla,False
You are attacking a Bushan Separatists military force!,你正在攻击一支郁林叛党的军队！,您正在攻擊鬱林獨立勢力的部隊！,Vanilla,False
You are attacking a Cai Mao Separatists military force!,你正在攻击一支蔡瑁叛党的军队！,您正在攻擊蔡瑁軍獨立勢力的部隊！,Vanilla,False
You are attacking a Cai Mao military force!,你正在攻击一支蔡瑁军的军队！,您正在攻擊蔡瑁軍的部隊！,Vanilla,False
You are attacking a Cangwu Commandery Separatists force!,你正在攻击一支苍梧豪强叛党的军队！,您正在攻擊蒼梧郡獨立勢力的部隊！,Vanilla,False
You are attacking a Cangwu Commandery force!,你正在攻击一支苍梧豪强的军队！,您正在攻擊蒼梧郡的部隊！,Vanilla,False
You are attacking a Cangwu Commandery military force!,你正在攻击一支苍梧豪强的军队！,您正在攻擊蒼梧郡的部隊！,Vanilla,False
You are attacking a Cangwu Separatists military force!,你正在攻击一支苍梧叛党的军队！,您正在攻擊蒼梧獨立勢力的部隊！,Vanilla,False
You are attacking a Cao Cao Separatist military force!,你正在攻击一支曹操叛党军的军队！,您正在攻擊曹操獨立勢力的部隊！,Vanilla,False
You are attacking a Cao Cao military force!,你正在攻击一支曹操军的军队！,您正在攻擊曹操軍的部隊！,Vanilla,False
You are attacking a Cao Song Separatist military force!,,,Vanilla,False
You are attacking a Cao Song military force!,,,Vanilla,False
You are attacking a Chang'an Commandery force!,你正在攻击一支长安豪强的军队！,您正在攻擊長安郡的部隊！,Vanilla,False
You are attacking a Chang'an Commandery military force!,你正在攻击一支长安豪强的军队！,您正在攻擊長安郡的部隊！,Vanilla,False
You are attacking a Chang'an Separatists force!,你正在攻击一支长安叛党的军队！,您正在攻擊長安獨立勢力的部隊！,Vanilla,False
You are attacking a Chang'an Separatists military force!,你正在攻击一支长安叛党的军队！,您正在攻擊長安獨立勢力的部隊！,Vanilla,False
You are attacking a Changsha Commandery Separatists force!,你正在攻击一支长沙豪强叛党的军队！,您正在攻擊長沙郡獨立勢力的部隊！,Vanilla,False
You are attacking a Changsha Commandery force!,你正在攻击一支长沙豪强的军队！,您正在攻擊長沙郡的部隊！,Vanilla,False
You are attacking a Changsha Commandery military force!,你正在攻击一支长沙豪强的军队！,您正在攻擊長沙郡的部隊！,Vanilla,False
You are attacking a Changsha Separatists military force!,你正在攻击一支长沙叛党的军队！,您正在攻擊長沙獨立勢力的部隊！,Vanilla,False
You are attacking a Chen Commandery Separatists force!,你正在攻击一支陈郡豪强叛党的军队！,您正在攻擊陳郡獨立勢力的部隊！,Vanilla,False
You are attacking a Chen Commandery force!,你正在攻击一支陈郡豪强的军队！,您正在攻擊陳郡的部隊！,Vanilla,False
You are attacking a Chen Deng Separatist military force!,,,Vanilla,False
You are attacking a Chen Deng military force!,,,Vanilla,False
You are attacking a Chen Gui Separatist military force!,,,Vanilla,False
You are attacking a Chen Gui military force!,,,Vanilla,False
You are attacking a Chengdu Commandery force!,你正在攻击一支成都豪强的军队！,您正在攻擊成都郡的部隊！,Vanilla,False
You are attacking a Chengdu Commandery military force!,你正在攻击一支成都豪强的军队！,您正在攻擊成都郡的部隊！,Vanilla,False
You are attacking a Chengdu Separatists force!,你正在攻击一支成都叛党的军队！,您正在攻擊成都獨立勢力的部隊！,Vanilla,False
You are attacking a Chengdu Separatists military force!,你正在攻击一支成都叛党的军队！,您正在攻擊成都獨立勢力的部隊！,Vanilla,False
You are attacking a Chenjun Commandery military force!,你正在攻击一支陈郡豪强的军队！,您正在攻擊陳郡的部隊！,Vanilla,False
You are attacking a Chenjun Separatists military force!,你正在攻击一支陈郡叛党的军队！,您正在攻擊陳郡獨立勢力的部隊！,Vanilla,False
You are attacking a Chu Gong Separatist military force!,,,Vanilla,False
You are attacking a Chu Gong military force!,,,Vanilla,False
You are attacking a Daijun Commandery force!,你正在攻击一支代郡豪强的军队！,您正在攻擊代郡的部隊！,Vanilla,False
You are attacking a Daijun Commandery military force!,你正在攻击一支代郡豪强的军队！,您正在攻擊代郡的部隊！,Vanilla,False
You are attacking a Daijun Separatists force!,你正在攻击一支代郡叛党的军队！,您正在攻擊代郡獨立勢力的部隊！,Vanilla,False
You are attacking a Daijun Separatists military force!,你正在攻击一支代郡叛党的军队！,您正在攻擊代郡獨立勢力的部隊！,Vanilla,False
You are attacking a Ding Yuan Separatist military force!,,,Vanilla,False
You are attacking a Ding Yuan military force!,,,Vanilla,False
You are attacking a Dong He Separatist military force!,,,Vanilla,False
You are attacking a Dong He military force!,,,Vanilla,False
You are attacking a Dong Zhuo Separatist military force!,你正在攻击一支董卓叛党军的军队！,您正在攻擊董卓獨立勢力的部隊！,Vanilla,False
You are attacking a Dong Zhuo military force!,你正在攻击一支董卓军的军队！,您正在攻擊董卓軍的部隊！,Vanilla,False
You are attacking a Dong'ou Commandery military force!,你正在攻击一支东瓯豪强的军队！,您正在攻擊東甌郡的部隊！,Vanilla,False
You are attacking a Dong'ou Separatists military force!,你正在攻击一支东瓯叛党的军队！,您正在攻擊東甌獨立勢力的部隊！,Vanilla,False
You are attacking a Donghai Commandery Separatists force!,你正在攻击一支东海豪强叛党的军队！,您正在攻擊東海郡獨立勢力的部隊！,Vanilla,False
You are attacking a Donghai Commandery force!,你正在攻击一支东海豪强的军队！,您正在攻擊東海郡的部隊！,Vanilla,False
You are attacking a Donghai Commandery military force!,你正在攻击一支东海豪强的军队！,您正在攻擊東海郡的部隊！,Vanilla,False
You are attacking a Donghai Separatists military force!,你正在攻击一支东海叛党的军队！,您正在攻擊東海獨立勢力的部隊！,Vanilla,False
You are attacking a Dongjun Commandery force!,你正在攻击一支东郡豪强的军队！,您正在攻擊東郡的部隊！,Vanilla,False
You are attacking a Dongjun Commandery military force!,你正在攻击一支东郡豪强的军队！,您正在攻擊東郡的部隊！,Vanilla,False
You are attacking a Dongjun Separatists force!,你正在攻击一支东郡叛党的军队！,您正在攻擊東郡獨立勢力的部隊！,Vanilla,False
You are attacking a Dongjun Separatists military force!,你正在攻击一支东郡叛党的军队！,您正在攻擊東郡獨立勢力的部隊！,Vanilla,False
You are attacking a Donglai Commandery Separatists force!,你正在攻击一支东莱豪强叛党的军队！,您正在攻擊東萊郡獨立勢力的部隊！,Vanilla,False
You are attacking a Donglai Commandery force!,你正在攻击一支东莱豪强的军队！,您正在攻擊東萊郡的部隊！,Vanilla,False
You are attacking a Donglai Commandery military force!,你正在攻击一支东海豪强的军队！,您正在攻擊東萊郡的部隊！,Vanilla,False
You are attacking a Donglai Separatists military force!,你正在攻击一支东海叛党的军队！,您正在攻擊東萊獨立勢力的部隊！,Vanilla,False
You are attacking a Dongou Commandery force!,你正在攻击一支东瓯豪强的军队！,您正在攻擊東甌郡的部隊！,Vanilla,False
You are attacking a Dongou Separatists force!,你正在攻击一支东瓯叛党的军队！,您正在攻擊東甌獨立勢力的部隊！,Vanilla,False
You are attacking a Duke of Lanling Separatists military force!,你正在攻击一支兰陵叛党的军队！,您正在攻擊蘭陵公獨立勢力的部隊！,Vanilla,False
You are attacking a Duke of Lanling military force!,你正在攻击一支兰陵豪强的军队！,您正在攻擊蘭陵公的部隊！,Vanilla,False
You are attacking a Fuling Commandery Separatists force!,你正在攻击一支涪陵豪强叛党的军队！,您正在攻擊涪陵郡獨立勢力的部隊！,Vanilla,False
You are attacking a Fuling Commandery force!,你正在攻击一支涪陵豪强的军队！,您正在攻擊涪陵郡的部隊！,Vanilla,False
You are attacking a Fuling Commandery military force!,你正在攻击一支涪陵豪强的军队！,您正在攻擊涪陵郡的部隊！,Vanilla,False
You are attacking a Fuling Separatists military force!,你正在攻击一支涪陵叛党的军队！,您正在攻擊涪陵獨立勢力的部隊！,Vanilla,False
You are attacking a Gaoliang Commandery force!,你正在攻击一支高凉豪强的军队！,您正在攻擊高涼郡的部隊！,Vanilla,False
You are attacking a Gaoliang Commandery military force!,你正在攻击一支高凉豪强的军队！,您正在攻擊高涼郡的部隊！,Vanilla,False
You are attacking a Gaoliang Separatists force!,你正在攻击一支高凉叛党的军队！,您正在攻擊高涼獨立勢力的部隊！,Vanilla,False
You are attacking a Gaoliang Separatists military force!,你正在攻击一支高凉叛党的军队！,您正在攻擊高涼獨立勢力的部隊！,Vanilla,False
You are attacking a Gaoliu Commandery military force!,,,Vanilla,False
You are attacking a Gaoliu Separatist military force!,,,Vanilla,False
You are attacking a Gong Du military force!,你正在攻击一支龚都的军队！,您正在攻擊龔都軍的部隊！,Vanilla,False
You are attacking a Gongsun Du military force!,你正在攻击一支公孙度军的军队！,您正在攻擊公孫度軍的部隊！,Vanilla,False
You are attacking a Gongsun Zan military force!,你正在攻击一支公孙瓒军的军队！,您正在攻擊公孫瓚軍的部隊！,Vanilla,False
You are attacking a Han Dynasty Separatist military force!,,,Vanilla,False
You are attacking a Han Dynasty military force!,,,Vanilla,False
You are attacking a Han Fu Separatist military force!,,,Vanilla,False
You are attacking a Han Fu military force!,你正在攻击一支韩馥军的军队！,您正在攻擊韓馥軍的部隊！,Vanilla,False
You are attacking a Hanzhong Commandery force!,你正在攻击一支汉中豪强的军队！,您正在攻擊漢中郡的部隊！,Vanilla,False
You are attacking a Hanzhong Commandery military force!,你正在攻击一支汉中豪强的军队！,您正在攻擊漢中郡的部隊！,Vanilla,False
You are attacking a Hanzhong Separatists force!,你正在攻击一支汉中叛党的军队！,您正在攻擊漢中獨立勢力的部隊！,Vanilla,False
You are attacking a Hanzhong Separatists military force!,你正在攻击一支汉中叛党的军队！,您正在攻擊漢中獨立勢力的部隊！,Vanilla,False
You are attacking a He Yi military force!,你正在攻击一支何仪的军队！,您正在攻擊何儀軍的部隊！,Vanilla,False
You are attacking a Hedong Commandery Separatists force!,你正在攻击一支河东豪强叛党的军队！,您正在攻擊河東郡獨立勢力的部隊！,Vanilla,False
You are attacking a Hedong Commandery force!,你正在攻击一支河东豪强的军队！,您正在攻擊河東郡的部隊！,Vanilla,False
You are attacking a Hedong Commandery military force!,你正在攻击一支河东豪强的军队！,您正在攻擊河東郡的部隊！,Vanilla,False
You are attacking a Hedong Separatists military force!,你正在攻击一支河东叛党的军队！,您正在攻擊河東獨立勢力的部隊！,Vanilla,False
You are attacking a Hefei Commandery military force!,你正在攻击一支庐江豪强的军队！,您正在攻擊廬江郡的部隊！,Vanilla,False
You are attacking a Hefei Separatist military force!,你正在攻击一支庐江豪强叛党的军队！,您正在攻擊廬江郡獨立勢力的部隊！,Vanilla,False
You are attacking a Hefei Separatists military force!,你正在攻击一支庐江叛党的军队！,您正在攻擊廬江獨立勢力的部隊！,Vanilla,False
You are attacking a Henei Commandery force!,你正在攻击一支河内豪强的军队！,您正在攻擊河內郡的部隊！,Vanilla,False
You are attacking a Henei Commandery military force!,你正在攻击一支河内豪强的军队！,您正在攻擊河內郡的部隊！,Vanilla,False
You are attacking a Henei Separatists force!,你正在攻击一支河内叛党的军队！,您正在攻擊河內獨立勢力的部隊！,Vanilla,False
You are attacking a Henei Separatists military force!,你正在攻击一支河内叛党的军队！,您正在攻擊河內獨立勢力的部隊！,Vanilla,False
You are attacking a Hepu Commandery Separatists force!,你正在攻击一支合浦豪强叛党的军队！,您正在攻擊合浦郡獨立勢力的部隊！,Vanilla,False
You are attacking a Hepu Commandery force!,你正在攻击一支合浦豪强的军队！,您正在攻擊合浦郡的部隊！,Vanilla,False
You are attacking a Hepu Commandery military force!,你正在攻击一支合浦豪强的军队！,您正在攻擊合浦郡的部隊！,Vanilla,False
You are attacking a Hepu Separatists military force!,你正在攻击一支合浦叛党的军队！,您正在攻擊合浦獨立勢力的部隊！,Vanilla,False
You are attacking a Huaiyin Commandery Separatists force!,你正在攻击一支广陵豪强叛党的军队！,您正在攻擊廣陵郡獨立勢力的部隊！,Vanilla,False
You are attacking a Huaiyin Commandery force!,你正在攻击一支广陵豪强的军队！,您正在攻擊廣陵郡的部隊！,Vanilla,False
You are attacking a Huaiyin Commandery military force!,你正在攻击一支广陵豪强的军队！,您正在攻擊廣陵郡的部隊！,Vanilla,False
You are attacking a Huaiyin Separatists military force!,你正在攻击一支广陵叛党的军队！,您正在攻擊廣陵獨立勢力的部隊！,Vanilla,False
You are attacking a Huang Shao military force!,你正在攻击一支黄邵的军队！,您正在攻擊黃邵軍的部隊！,Vanilla,False
You are attacking a Ji Commandery Separatists force!,你正在攻击一支幽州豪强叛党的军队！,您正在攻擊幽州郡獨立勢力的部隊！,Vanilla,False
You are attacking a Ji Commandery force!,你正在攻击一支幽州豪强的军队！,您正在攻擊幽州郡的部隊！,Vanilla,False
You are attacking a Ji Commandery military force!,你正在攻击一支幽州豪强的军队！,您正在攻擊幽州郡的部隊！,Vanilla,False
You are attacking a Ji Separatists military force!,你正在攻击一支幽州叛党的军队！,您正在攻擊幽州獨立勢力的部隊！,Vanilla,False
You are attacking a Jian'an Commandery force!,你正在攻击一支建安豪强的军队！,您正在攻擊建安郡的部隊！,Vanilla,False
You are attacking a Jian'an Separatists force!,你正在攻击一支建安叛党的军队！,您正在攻擊建安獨立勢力的部隊！,Vanilla,False
You are attacking a Jianan Commandery military force!,你正在攻击一支建安豪强的军队！,您正在攻擊建安郡的部隊！,Vanilla,False
You are attacking a Jianan Separatists military force!,你正在攻击一支建安叛党的军队！,您正在攻擊建安獨立勢力的部隊！,Vanilla,False
You are attacking a Jiangxia Commandery Separatists force!,你正在攻击一支江夏豪强叛党的军队！,您正在攻擊江夏郡獨立勢力的部隊！,Vanilla,False
You are attacking a Jiangxia Commandery force!,你正在攻击一支江夏豪强的军队！,您正在攻擊江夏郡的部隊！,Vanilla,False
